,id,guests,bedrooms,beds,baths,cleaning_fee,service_fee,amenities,superhost,lat_lon,narrative,rules,price
204,24997543,2 guests,1 bedroom,1 bed,1 bath,$27,$61,Show all 18 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.693763542423476&2d139.62926234283555&2m2&1d35.76936009020069&2d139.78533263502072&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._vbpgy&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=9603,"Welcome to Hotel Aurora! we are a licensed hotel providing clean, reasonably priced rooms in central Tokyo since 1988.
We have 48 rooms that are 10 square meters, with private bath in all rooms.
We are located in the heart of Tokyo, the exciting popular area of Ikebukuro. We welcome group bookings! Please inquire via message.
The nearest station: Ikebukuro station
(Yamanote line,Marunouchi line,Fuku-toshin line)
Read more about the space
Contact host","House rules
Not safe or suitable for infants (under 2 years) and pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 11AM
Self check-in with building staff
Read all rules",$74
205,19724906,2 guests,studio,2 beds,1 bath,$56,$54,Show all 26 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.54004125858509&2d139.6240339449405&2m2&1d35.615783131197226&2d139.77796097637804&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._82s4hg&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=48104,"Whether you’re on a business trip or on holiday, finding affordable luxury accommodation is a challenge in Tokyo. This room is also fit to business travelers. By focusing on the essentials, we provide the best a hotel has to offer at a fraction of the price:
- Iron and ironing board
- Wide ( 110cm ) comfy Hollywood Twin beds (Stuck together)
- The fastest Wi-Fi in Japan
- Hotel-like bathroom
- Flat-screen TV with Netflix.
Read more about the space
Contact host","House rules
Not safe or suitable for children (0-12) and pets
No smoking, parties, or events
Check-in is anytime after 4PM and check out by 10AM
Self check-in with keypad
Read all rules",$61
206,20790385,2 guests,studio,2 beds,1 bath,$56,$52,Show all 22 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.511353813527975&2d139.67212565724117&2m2&1d35.58712310034878&2d139.82610840142536&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._18enpn&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=16708,"Whether you’re on a business trip or on holiday, finding affordable luxury accommodation is a challenge in Tokyo.
By focusing on the essentials, we provide the best a hotel has to offer at a fraction of the price:
- Wide (110cm) comfy Twin beds
- The fastest Wi-Fi in Japan
- Hotel-like bathroom
- Flat-screen TV with Netflix.
You’ll be happy to know that each unit also has:
- A Washer & Dryer in the Bathroom
- A kitchenette fitted with a microwave and a kettle
- A fridge
Read more about the space
Contact host","House rules
Not safe or suitable for children (0-12) and pets
No smoking, parties, or events
Check-in is anytime after 4PM and check out by 10AM
Self check-in with keypad
Read all rules",$58
207,31584675,3 guests,1 bedroom,3 beds,1 bath,$56,$69,Show all 15 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.68720344975733&2d139.53689232405281&2m2&1d35.762806764658066&2d139.69297658707376&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._50ou5n&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=127294,"18 min from Seibu Shinjuku station, and conveniently located 2 min walk away from Iogi station. Equipped with four single beds.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 5PM and check out by 10AM
Self check-in with keypad",$80
208,25145447,2 guests,1 bedroom,1 bed,1 bath,$27,$61,Show all 19 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.695525345754355&2d139.62905354369104&2m2&1d35.77112046023163&2d139.78512087680542&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._g15rpb&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=79495,"Welcome to Hotel Aurora. We are licensed hotel providing clean rooms in the heart of Tokyo since 1988. We have great access to anywhere around Tokyo, because Ikebukuro is one station above Shinjuku on JR. good restaurants and shopping areas, the hotel is also located in the center of west-side Ikebukuro. Please feel free to ask me any questions, and have a marvelous time at our casual hotel.
The nearest station: Ikebukuro station (Yamanote line,Marunouchi line,Fuku-toshin line)
Read more about the space
Contact host","House rules
Not safe or suitable for infants (under 2 years) and pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 11AM
Self check-in with building staff
Read all rules",$75
209,21061465,2 guests,studio,2 beds,1 bath,$56,$54,Show all 21 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.54004125858509&2d139.6240339449405&2m2&1d35.615783131197226&2d139.77796097637804&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._82s4hg&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=48104,"Whether you’re on a business trip or on holiday, finding affordable luxury accommodation is a challenge in Tokyo.
By focusing on the essentials, we provide the best a hotel has to offer at a fraction of the price:
- Wide (110cm) comfy Twin beds
- The fastest Wi-Fi in Japan
- Hotel-like bathroom
- Flat-screen TV with Netflix.
You’ll be happy to know that each unit also has:
- A Washer & Dryer in the Bathroom
- A kitchenette fitted with a microwave and a kettle
- A fridge
Read more about the space
Contact host","House rules
Not safe or suitable for children (0-12) and pets
No smoking, parties, or events
Check-in is anytime after 4PM and check out by 10AM
Self check-in with keypad
Read all rules",$60
210,38874850,2 guests,1 bedroom,2 beds,1 bath,0,$36,Show all 27 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.69005587192304&2d139.20950798721253&2m2&1d35.76565489700194&2d139.36314471559865&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._qqocna&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=25033,"Translate this description to English
･ This is a one-room apartment that is 3 minutes from a wooden 2-story station. ･ Taxis staff will be available 24 hours a day. ･ Mat width loft is double size 120cm and sofa bed 90cm up and down for 3 people. This area is (Website hidden by Airbnb) 200m from Akigawa station, at least an hour to Tokyo central, an hour and half to Haneda airport and three hour to Narita airport. Guest may enjoy not only city east side but west side mountains, lakes, and though side old temples or seasides from here to 1-2 hours. Guest can also enjoy local real Japan and there are some clubs nearby USAF base. Wi-Fi no limitations.
･木造2階建て駅から3分狭いﾜﾝﾙｰﾑｱﾊﾟｰﾄの一室です｡
･ﾀｸｼｰ会社のｽﾀｯﾌが24時間対応します｡
･ﾏｯﾄ幅ﾛﾌﾄはﾀﾞﾌﾞﾙｻｲｽﾞ120cmでｿﾌｧﾍﾞｯﾄﾞ90cmの上下で3名です｡
This area is suburban. It’s 200m from Akigawa station, at least an hour to Tokyo central, an hour and half to Haneda airport and three hour to Narita airport.
Guest may enjoy not only city east side but west side mountains,lakes, and though side old temples or seasides from here to 1-2 hours .
Guest can also enjoy local real Japan and there are some clubs nearby USAF base.
Wi-Fi no limitations.
License or registration number
M130014392
Learn about this number
Contact host","House rules
Check-in time is 4PM - 2AM (next day) and check out by 12PM (noon)
Self check-in with lockbox",$47
211,15445687,3 guests,1 bedroom,3 beds,1 bath,$19,$49,Show all 20 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.72892209471024&2d140.22224732858479&2m2&1d35.80448469431019&2d140.37824753421046&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._s5lwik&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=73906,"Auto lock apartment there from Narita Airport in about 25 minutes
This room can accommodate up to 3 people in one bedroom located about 25 minutes from Narita Airport.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 3PM - 2AM (next day) and check out by 11AM
Self check-in with keypad
Read all rules",$61
212,38595226,2 guests,1 bedroom,1 bed,1 bath,$51,$56,Show all 19 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.71556277943117&2d139.7880310040822&2m2&1d35.791138373025866&2d139.94405803601967&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._5xlssc&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=52951,"License or registration number
M130007979
Learn about this number
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 4PM and check out by 11AM
Self check-in with lockbox
Read all rules",$64
213,25039578,2 guests,studio,2 beds,1 bath,$56,$52,Show all 23 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.521104469031265&2d139.6552484339361&2m2&1d35.59686327457237&2d139.80920987745503&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._dugjyp&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=64578,"Whether you’re on a business trip or on holiday, finding affordable luxury accommodation is a challenge in Tokyo.
By focusing on the essentials, we provide the best a hotel has to offer at a fraction of the price.
- Wide (110cm) comfy Twin beds (which can be stuck together according to the request in advance)
Read more about the space
Contact host","House rules
Not safe or suitable for children (0-12) and pets - The property is not totally barrier free. There are potential risks for children.
No smoking, parties, or events
Check-in time is 4PM - 2AM (next day) and check out by 10AM
Self check-in with keypad
Read all rules",$58
214,20776740,8 guests,3 bedrooms,5 beds,1 bath,$47,$52,Show all 25 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.749317995412405&2d139.84392382309034&2m2&1d35.82486188483693&2d139.9998854012572&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._tw64b&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=38448,"Quiet and spacious. 3 bedrooms, Portable pocket Wifi - and a short walk to Matsudo-shinden station or Kamihongo station(Shin-Keisei line) Clean, bright, apartment,good for family and group.
Very convenient location. Great access to Ueno,Tokyo,Asakusa,Disney land, Haneda and Narita Airport.
★FREE PORTABLE Wi-Fi★
You can use,take it out with you during your stay.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 3PM - 2AM (next day) and check out by 11AM
Self check-in with lockbox
Read all rules",$60
215,34380064,2 guests,1 bedroom,2 beds,1 bath,$28,$58,Show all 10 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.69721082689996&2d139.6285464818834&2m2&1d35.772804346650894&2d139.7846105226596&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._ln5830&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=49078,"New renovated (Nov.2018) room with 2 single beds for up to 2 guests in the west Ikebukuro area. Only 7-8 mins walk from JR Ikebukuro station West Exit. Very convenient access to all Tokyo. With private bath room and toilet.★The details of the room you use (floor number and room number) will be determined when you check in. Please understand that the layout of each room is slightly different in each room.
Read more about the space
Contact host","House rules
Not safe or suitable for infants (under 2 years) and pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 11AM
Read all rules",$70
216,33021655,2 guests,1 bedroom,1 bed,1 bath,$19,$57,Show all 10 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.69377698748737&2d139.62931493813971&2m2&1d35.76937356374016&2d139.78538528911326&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._ir1l0s&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=84710,"Old Japanese style hotel room with 1 double bed in the west Ikebukuro area. Only 5 mins walk from JR Ikebukuro Sta West Exit. Very convenient access to all Tokyo.
Read more about the space
Contact host","House rules
Check-in time is 3PM - 12AM (midnight) and check out by 11AM
Read all rules",$70
217,26271788,2 guests,1 bedroom,1 bed,1 bath,0,$36,Show all 30 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.69036056387687&2d139.21801253912122&2m2&1d35.765960234357244&2d139.37165057912966&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._qtpl16&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=126304,"This is one of room in 3 story apartment built with concrete.
The host who is a landlord is runing a taxi company on the 1st floor. The company is an owner of the building, and a staff are working there for 24 hours.
Other some of rooms are domes of the company.
Read more about the space
Contact host","House rules
Check-in is anytime after 4PM and check out by 12PM (noon)
Self check-in with building staff
Read all rules",$47
218,20792542,2 guests,studio,2 beds,1 bath,$56,$52,Show all 23 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.511353813527975&2d139.67212565724117&2m2&1d35.58712310034878&2d139.82610840142536&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._18enpn&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=16708,"Whether you’re on a business trip or on holiday, finding affordable luxury accommodation is a challenge in Tokyo.
By focusing on the essentials, we provide the best a hotel has to offer at a fraction of the price:
- Wide (110cm) comfy Twin beds
- The fastest Wi-Fi in Japan
- Hotel-like bathroom
- Flat-screen TV with Netflix.
You’ll be happy to know that each unit also has:
- A Washer & Dryer in the Bathroom
- A kitchenette fitted with a microwave and a kettle
- A fridge
Read more about the space
Contact host","House rules
Not safe or suitable for children (0-12) and pets
No smoking, parties, or events
Check-in is anytime after 4PM and check out by 10AM
Self check-in with keypad
Read all rules",$58
219,20715441,3 guests,1 bedroom,2 beds,1 bath,$56,$57,Show all 26 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d35.53482296980495&2d139.6078969402995&2m2&1d35.6105693434599&2d139.76427655042585&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._w8wohr&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=95656,"【Welcome to your Home Away from HOME】
Voga Corte Chidoricho is not a hotel but a vacation rental property. The concept is that each unit of the building is reserved for travelers.
Here, you can make yourself at home and enjoy a relaxing stay, as you experience everyday life in Japan.
It's the opportunity for you to live and explore the city like a local!
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 3PM - 1AM (next day) and check out by 11AM",$64
