,id,guests,bedrooms,beds,baths,cleaning_fee,service_fee,amenities,superhost,lat_lon,narrative,rules,price
204,33396599,2 guests,1 bedroom,1 bed,1 bath,0,$13,Show all 21 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.655615314041483&2d-74.15152699862728&2m2&1d4.7484282238390945&2d-73.99584082735385&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._vhdhwl&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=26147,"Translate this description to English
Independent apartment suite, with all amenities, independent entrance with key, kitchen, bathroom and clothes area only for the apartment, with natural gas, hot water and Wiffi, this brand new, suitable with double bed, two tables night, tv, closet, beautiful to enjoy the stays in Bogota.
Apartamento independiente tipo suite, con todas las comodidades, entrada independiente con clave, tiene cocina, baño y zona de ropas solo para el apartamento, cuento con gas natural, agua caliente y Wiffi, esta para estrenar, adecuado con cama doble, dos mesas de noche, tv, closet, hermoso para disfrutar las estancias en Bogotá.
Read more about the space
Contact host","House rules
Not safe or suitable for children (0-12) and pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 11AM
Self check-in with keypad
Read all rules",$17
205,34466626,2 guests,1 bedroom,1 bed,1 bath,0,$11,Show all 17 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.652632700953883&2d-74.15170791796965&2m2&1d4.745445837201998&2d-73.99602136684376&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._qu6h7b&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=50658,"Translate this description to English
Totally independent apartment, with beautiful green areas like the wetland, where you can exercise, with commerce very close, independent arrival by access with keyboard and very close to public transport
Apartamento totalmente independiente, con zonas verdes hermosas como el humedal, donde puedes ejercitarte, con comercio muy cerca, llegada independiente por acceso con teclado y muy cerca a transporte público
Read more about the space
Contact host","House rules
Not safe or suitable for children (0-12) and pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 11AM
Self check-in with keypad
Read all rules",$15
206,19624538,4 guests,1 bedroom,2 beds,1 bath,$17,$26,Show all 29 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.557440900286776&2d-74.14674873383785&2m2&1d4.650266569083682&2d-73.99104116037205&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._8l0c7y&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=59658,"Translate this description to English
Fully equipped apartment: stove, washer-dryer, microwave, pots, crockery, cutlery, courtesy coffee pod machine. Apartment 18, balcony with rocking chair and view to the city, sofa bed, windows against noise, Bd Bacatá tower has shopping center, hotel, restaurants, gym, Carulla supermarket, near transmilenio station, Universities, Monserrate, museums, center historical. Up to 4 people if the sofa bed is used.
Apartamento completamente dotado: estufa, lavadora-secadora , horno microondas, ollas , vajilla, cubiertos, maquina de pods de café de cortesía. Piso 18, balcón con silla mecedora y vista a la ciudad, sofá cama, ventaneria contra ruido, la torre Bd Bacatá cuenta con centro comercial, hotel, restaurantes, gimnasio, supermercado Carulla, cerca a estación transmilenio, Universidades, Monserrate, museos, centro histórico. Hasta 4 personas si se usa el sofá cama.
Read more about the space
Contact host","House rules
No pets
No parties or events
Check-in is anytime after 12PM (noon) and check out by 1PM",$31
207,33181845,6 guests,3 bedrooms,3 beds,3.5 baths,$100,$206,Show all 15 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.622903866339882&2d-74.11916140624595&2m2&1d4.715721236713286&2d-73.96346775271638&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._uw0wh6&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=86239,"One of the best locations in bogota.
1st floor: living room, dining room, kitchen, laundry, social bath.
2nd floor: 3 bedrooms each one with private bathroom.
This elegant apartment has a beautiful garden, private gym and 2 covered terrace with kitchen, bbq, stone oven, teppanyaki and bar.
Contact host","House rules
No pets
No parties or events
Check-in time is flexible and check out by 3PM",$250
208,32809637,3 guests,1 bedroom,1 bed,1 bath,0,$26,Show all 26 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.643712227503364&2d-74.11676092317589&2m2&1d4.73652659181839&2d-73.9580783003147&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._ed0jhl&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=123062,"Translate this description to English
SANTANA department of the most important commercial, financial and tourist area of the city located in the USAQUEN district, emblematic neighborhood of Bogotá north of the city, one of the safest areas and adjacent to Av.9, Cra 7, 116th Street, 127th Street , street 100 among others which makes it easy to get around the city by public transport, taxi others, additionally there is a railway station that can coordinate the walk to know the salt cathedral in Zipaquira.
SANTANA departamento zona de mayor importancia comercial , financiera y turística de la ciudad ubicado en la localidad de USAQUEN barrio emblemático de Bogotá al norte de la ciudad una de las zonas más seguras y está contiguo av.9 , cra 7, calle 116, calle 127 , calle 100 entre otras lo que hace fácilmente moverse por la ciudad en transporte público, taxi otros, adicional junto se encuentra estación del ferrocarril que puede coordinar el paseo a conocer la catedral de sal en Zipaquirá.
Read more about the space
Contact host","House rules
Not safe or suitable for infants (under 2 years) and pets
No smoking, parties, or events
Check-in time is 2PM - 12AM (midnight) and check out by 11AM
Read all rules",$33
209,19575628,2 guests,1 bedroom,1 bed,1 bath,$25,$26,Show all 22 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.673453399816073&2d-74.11360596569307&2m2&1d4.766263813265335&2d-73.95792398184267&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._46zoyj&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=90815,"Translate this description to English
Apartment furnished in Cedritos with All Inclusive: American-style kitchen with refrigerator, electric oven, microwave, coffee maker. Washing machine, room with double bed 1.40, TV 46 "", DVD, cable TV with Claro and broadband internet Good access roads Av 9, Calle 140, close to shopping area, supermarket Carulla 100mts. .
Apartaestudio amoblado en Cedritos con Todo incluido: cocina tipo americano con nevera, horno eléctrico, horno microondas, cafetera. Lavadora, habitación con cama doble 1.40, TV 46"", DVD, televisión por cable con Claro e internet banda ancha. Buenas vías de acceso Av 9, Calle 140, cerca a zona comercial, supermercado Carulla a 100mts. Conjunto recién construido casi para estrenar.
Read more about the space
Contact host","House rules
Not safe or suitable for infants (under 2 years) and pets
No smoking
Check-in time is 2PM - 10PM and check out by 1PM
Self check-in with building staff",$29
210,32338698,2 guests,1 bedroom,1 bed,1 bath,$9,$12,Show all 12 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.596125607440462&2d-74.14284188367475&2m2&1d4.688946385180302&2d-73.98714251456272&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._u60pqt&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=129475,"Translate this description to English
Beautiful independent duplex apartment with living room, dining room, kitchen, with laundry, bedroom and private bathroom. Totally comfortable with TV, Internet access, towels. Chapinero is the most central center of Bogota 20 meters after the millennium, access with card and camera control for security.
Hermoso apartamento duplex independiente con sala, comedor, cocina, con lavandería, habitación y baño privado. Totalmente confortable con TV, Acceso a internet, toallas. Chapinero es el centro mas central de bogota a 20 metros del tras milenio , acceso con tarjeta y control de de cámaras para seguridad.
Contact host","House rules
No pets
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 10AM
Read all rules",$15
211,20711135,3 guests,1 bedroom,2 beds,1 bath,$10,$31,Show all 31 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.640743859012448&2d-74.13214061235368&2m2&1d4.733558736192697&2d-73.97645114095457&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._kj3svm&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=59443,"Best deal studio Apt. Is perfect for short or long stays. It has everything you need, in a nice quiet neighborhood, perfectly located. It has a Carulla Fresh Market (Super Market) just two blocks away. 24-hour doorman, parking in the building, gym, a business center with wifi so you can have work meetings. Our goal is to give you a clean, nice, comfortable place. Hope you book it and you like it.
Read more about the space
Contact host","House rules
No smoking, parties, or events
Check-in is anytime after 2PM and check out by 12PM (noon)
Self check-in with building staff
Read all rules",$38
212,36878866,3 guests,1 bedroom,1 bed,1 bath,$10,$24,Show all 28 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.637766019129819&2d-74.11144110491955&2m2&1d4.730581220287355&2d-73.95575109007467&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._sap6y7&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=76684,"Translate this description to English
Beautiful apartment in a great location, walking distance from Usaquen park and world trade center, 10 minutes by car from 93 park, the most well known exclusive area in the city full of restaurants and bars, or chico park. In a very quiet and residential zone. The apartment is located in a very safety area, there are supermarkets, theaters, lineal park to practice jogging, gyms, and trendy restaurants at Usaquen. Perfect for families, we have the option to add a bed for babies.
Beautiful apartment in a great location, walking distance from Usaquen park and world trade center, 10 minutes by car from 93 park, the most well known exclusive area in the city full of restaurants and bars, or chico park. In a very quiet and residential zone. The apartment is located in a very safety area, there are supermarkets, theaters, lineal park to practice jogging, gyms, and trendy restaurants at Usaquen.
Perfect for families, we have the option to add a bed for babies.
Read more about the space
Contact host","House rules
No pets
No smoking, parties, or events
Check-in time is 3PM - 6PM and check out by 11AM
Read all rules",$29
213,15084272,5 guests,1 bedroom,1 bed,2 baths,$15,$62,Show all 28 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.6139635296136285&2d-74.12582420677779&2m2&1d4.706781744680483&2d-73.97012913634308&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._9djm5e&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=95597,"Located near the Zona T, this 1200 sqf beautifully remodeled 15th floor loft style apartment with 24hr security and hardwood floors is a great start for exploring Bogota. All transportation options, supermarkets, restaurants and nightlife are within walking distance. Mountain bike included!
Read more about the space
Contact host","House rules
No smoking, parties, or events
Check-in is anytime after 3PM and check out by 12PM (noon)
Read all rules",$77
214,17876426,3 guests,1 bedroom,2 beds,1 bath,$9,$25,Show all 23 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.548520814558903&2d-74.14777643851716&2m2&1d4.641347769958064&2d-73.99206670687988&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._2wtw8s&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=128051,"Private apartment in colonial house, 5 minutes away from Gold Museum and all the touristic spots. With the view of both yards, hot water, private toilet and private laundry, you stay in a comfortable, quiet and very lightly place. Located in a zone of food and night life 10 minutes away from it. Just 30 minutes away from the airport. It is ideal for couples, business people and tourists that look to live the vibe of a traditional house in the historical center of Bogotá. Unmissable!
Read more about the space
Contact host","House rules
Not safe or suitable for children (0-12) and pets
No parties or events
Check-in time is 12PM (noon) - 10PM and check out by 12PM (noon)
Read all rules",$31
215,29993252,2 guests,1 bedroom,1 bed,1 bath,$10,$13,Show all 22 amenities,False,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.581258994054038&2d-74.14752710441837&2m2&1d4.674081888704807&2d-73.99182418435907&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._63kp0p&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=16502,"It is located in an old house recently remodeled, when entering we will arrive to the room and we will find a social space with a view to the garden, in another space, a kitchen, space for laundry, there is a semi-double bed type bunk of 1.20 x1.90 , there is a closet under the bunk, in the room there is a sofa, a desk, television, inside the room is the bathroom which has hot water.
Read more about the space
Contact host","House rules
Not suitable for children and infants
No parties or events
Check-in is anytime after 1PM and check out by 12PM (noon)",$15
216,18877273,6 guests,2 bedrooms,5 beds,2 baths,$14,$38,Show all 27 amenities,True,https://maps.googleapis.com/maps/api/js/ViewportInfoService.GetViewportInfo?1m6&1m2&1d4.5842289275213295&2d-74.1501274729838&2m2&1d4.677051329058339&2d-73.99442538008304&2u14&4sen&5e0&6sm%40487000000&7b0&8e0&callback=_xdc_._61qwer&key=AIzaSyAytC_TusuhG7kpNQ19hMrCzXDIUjd307o&token=104534,"Translate this description to English
Excellent apartment full of light, very comfortable in an excellent location. Two bedrooms, two bathrooms, dining room, kitchen, the best space in a neighborhood full of restaurants, parks and sites of interest
Excelente apartamento lleno de luz, muy cómodo en una excelente ubicación. Dos habitaciones, dos baños, sala comedor, cocina, el mejor espacio en un barrio lleno de restaurantes, parques y sitios de interés
Read more about the space
Contact host","House rules
Not safe or suitable for infants (under 2 years) and pets
No smoking, parties, or events
Check-in is anytime after 2PM and check out by 12PM (noon)
Self check-in with keypad
Read all rules",$47
